,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
2570,31,Travel_Rarely,Sales,9,4,Life Sciences,2571,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4
2571,34,Travel_Rarely,Research & Development,8,1,Life Sciences,2572,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1
2572,31,Travel_Rarely,Sales,25,2,Life Sciences,2573,Female,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2
2573,26,Travel_Frequently,Sales,16,2,Life Sciences,2574,Male,2,Healthcare Representative,Married,83800,0.0,14,0,8.0,3,7,7,7
2574,45,Travel_Frequently,Research & Development,8,4,Life Sciences,2575,Female,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3
2575,33,Travel_Rarely,Sales,1,3,Life Sciences,2576,Female,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9
2576,28,Travel_Frequently,Sales,8,3,Life Sciences,2577,Male,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7
2577,29,Travel_Frequently,Human Resources,2,4,Human Resources,2578,Male,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0
2578,39,Non-Travel,Research & Development,8,5,Medical,2579,Female,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2
2579,27,Travel_Rarely,Sales,3,2,Technical Degree,2580,Male,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2
2580,34,Travel_Frequently,Research & Development,9,4,Life Sciences,2581,Female,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11
2581,28,Travel_Rarely,Research & Development,25,3,Technical Degree,2582,Male,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2
2582,47,Non-Travel,Research & Development,1,4,Medical,2583,Male,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7
2583,56,Travel_Rarely,Research & Development,4,3,Technical Degree,2584,Female,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0
2584,39,Travel_Rarely,Research & Development,1,3,Other,2585,Female,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9
2585,38,Travel_Frequently,Research & Development,4,2,Medical,2586,Female,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7
2586,58,Travel_Rarely,Sales,5,3,Marketing,2587,Male,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0
2587,32,Travel_Frequently,Research & Development,9,3,Life Sciences,2588,Male,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3
2588,38,Travel_Rarely,Research & Development,3,4,Life Sciences,2589,Female,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3
2589,49,Travel_Frequently,Sales,11,4,Life Sciences,2590,Male,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3
2590,42,Travel_Rarely,Sales,1,3,Life Sciences,2591,Female,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0
2591,27,Travel_Frequently,Sales,8,1,Life Sciences,2592,Male,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0
2592,35,Travel_Rarely,Research & Development,25,1,Medical,2593,Male,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4
2593,28,Non-Travel,Research & Development,21,1,Medical,2594,Male,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4
2594,31,Non-Travel,Sales,23,1,Medical,2595,Male,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3
2595,36,Non-Travel,Research & Development,1,3,Life Sciences,2596,Male,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2
2596,34,Travel_Rarely,Sales,2,3,Marketing,2597,Male,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1
2597,34,Travel_Rarely,Research & Development,19,3,Technical Degree,2598,Female,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1
2598,26,Travel_Rarely,Research & Development,2,2,Life Sciences,2599,Male,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6
2599,29,Travel_Rarely,Research & Development,2,4,Other,2600,Male,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2
2600,32,Non-Travel,Research & Development,3,1,Life Sciences,2601,Male,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2
2601,31,Travel_Frequently,Research & Development,25,5,Technical Degree,2602,Female,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7
2602,28,Travel_Rarely,Sales,7,5,Life Sciences,2603,Female,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3
2603,38,Travel_Rarely,Research & Development,9,2,Technical Degree,2604,Male,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0
2604,35,Travel_Rarely,Research & Development,5,3,Life Sciences,2605,Male,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9
2605,27,Travel_Rarely,Sales,2,3,Life Sciences,2606,Female,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7
2606,32,Travel_Rarely,Research & Development,8,1,Medical,2607,Female,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0
2607,31,Travel_Frequently,Research & Development,2,1,Other,2608,Male,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8
2608,53,Travel_Rarely,Research & Development,18,3,Medical,2609,Male,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2
2609,54,Travel_Rarely,Research & Development,14,3,Other,2610,Male,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3
2610,33,Travel_Frequently,Research & Development,2,4,Medical,2611,Female,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8
2611,43,Travel_Rarely,Research & Development,3,3,Medical,2612,Male,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9
2612,38,Travel_Frequently,Research & Development,2,5,Medical,2613,Female,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2
2613,55,Travel_Rarely,Sales,9,3,Marketing,2614,Male,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4
2614,31,Travel_Rarely,Sales,6,3,Other,2615,Male,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0
2615,39,Travel_Rarely,Research & Development,4,3,Life Sciences,2616,Male,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10
2616,42,Non-Travel,Research & Development,10,4,Life Sciences,2617,Female,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7
2617,31,Non-Travel,Research & Development,14,2,Life Sciences,2618,Male,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8
2618,54,Travel_Rarely,Research & Development,1,3,Medical,2619,Female,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4
2619,24,Travel_Rarely,Research & Development,5,4,Other,2620,Male,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2
2620,23,Travel_Rarely,Research & Development,7,3,Life Sciences,2621,Male,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4
2621,40,Travel_Frequently,Research & Development,21,3,Medical,2622,Female,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4
2622,40,Travel_Rarely,Research & Development,8,1,Medical,2623,Female,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10
2623,25,Travel_Rarely,Sales,20,5,Medical,2624,Female,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2
2624,30,Travel_Rarely,Human Resources,20,4,Life Sciences,2625,Male,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7
2625,25,Travel_Rarely,Research & Development,7,2,Medical,2626,Male,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2
2626,47,Travel_Rarely,Research & Development,1,4,Life Sciences,2627,Male,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11
2627,33,Non-Travel,Research & Development,1,3,Life Sciences,2628,Male,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0
2628,38,Travel_Rarely,Research & Development,19,3,Life Sciences,2629,Female,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8
2629,31,Travel_Rarely,Research & Development,10,4,Medical,2630,Female,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2
2630,38,Travel_Frequently,Research & Development,1,4,Other,2631,Male,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7
2631,42,Travel_Rarely,Research & Development,6,3,Medical,2632,Male,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2
2632,41,Travel_Rarely,Sales,2,2,Medical,2633,Male,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0
2633,47,Non-Travel,Research & Development,21,2,Medical,2634,Male,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12
2634,35,Travel_Rarely,Research & Development,4,3,Life Sciences,2635,Male,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2
2635,22,Travel_Rarely,Human Resources,12,1,Human Resources,2636,Male,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2
2636,35,Travel_Rarely,Research & Development,9,3,Medical,2637,Female,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8
2637,33,Travel_Rarely,Sales,3,4,Medical,2638,Male,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1
2638,32,Travel_Rarely,Research & Development,3,2,Technical Degree,2639,Male,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1
2639,40,Travel_Rarely,Research & Development,1,4,Medical,2640,Male,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0
2640,32,Travel_Rarely,Research & Development,1,2,Medical,2641,Male,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2
2641,39,Travel_Rarely,Research & Development,4,4,Life Sciences,2642,Male,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7
2642,38,Travel_Rarely,Sales,20,4,Medical,2643,Female,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11
2643,32,Travel_Rarely,Research & Development,18,3,Life Sciences,2644,Male,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7
2644,37,Travel_Rarely,Research & Development,1,3,Life Sciences,2645,Female,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8
2645,25,Travel_Rarely,Research & Development,2,4,Medical,2646,Female,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4
2646,52,Non-Travel,Research & Development,2,4,Other,2647,Male,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0
2647,44,Travel_Rarely,Research & Development,8,1,Life Sciences,2648,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2
2648,21,Travel_Rarely,Sales,10,5,Medical,2649,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2
2649,39,Non-Travel,Research & Development,3,4,Life Sciences,2650,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3
2650,23,Travel_Frequently,Research & Development,2,4,Life Sciences,2651,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0
2651,36,Travel_Rarely,Research & Development,24,3,Life Sciences,2652,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4
2652,36,Travel_Frequently,Research & Development,16,1,Medical,2653,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2
2653,56,Non-Travel,Research & Development,8,1,Life Sciences,2654,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9
2654,29,Travel_Rarely,Research & Development,9,4,Medical,2655,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2
2655,42,Travel_Rarely,Research & Development,17,1,Life Sciences,2656,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14
2656,56,Travel_Rarely,Sales,10,4,Other,2657,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8
2657,41,Travel_Rarely,Research & Development,13,4,Life Sciences,2658,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10
2658,34,Travel_Rarely,Sales,1,3,Medical,2659,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7
2659,36,Non-Travel,Sales,1,1,Medical,2660,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11
2660,41,Travel_Rarely,Research & Development,1,5,Medical,2661,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4
2661,32,Travel_Rarely,Sales,9,4,Life Sciences,2662,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2
2662,35,Travel_Rarely,Research & Development,16,3,Medical,2663,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7
2663,38,Travel_Rarely,Research & Development,23,3,Medical,2664,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9
2664,50,Travel_Frequently,Sales,4,2,Life Sciences,2665,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1
2665,36,Travel_Rarely,Research & Development,22,4,Life Sciences,2666,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0
2666,45,Travel_Rarely,Sales,24,3,Life Sciences,2667,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1
2667,40,Travel_Rarely,Sales,10,4,Life Sciences,2668,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2
2668,35,Travel_Frequently,Sales,7,2,Life Sciences,2669,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2
2669,40,Travel_Rarely,Research & Development,17,4,Life Sciences,2670,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2
2670,35,Travel_Rarely,Human Resources,14,1,Life Sciences,2671,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1
2671,29,Travel_Rarely,Research & Development,1,3,Medical,2672,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3
2672,29,Travel_Rarely,Research & Development,5,3,Medical,2673,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4
2673,50,Travel_Rarely,Research & Development,17,3,Medical,2674,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0
2674,39,Travel_Rarely,Sales,25,3,Medical,2675,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6
2675,31,Non-Travel,Research & Development,8,4,Life Sciences,2676,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7
2676,26,Travel_Rarely,Research & Development,11,4,Medical,2677,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0
2677,36,Travel_Frequently,Research & Development,5,1,Technical Degree,2678,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3
2678,39,Travel_Rarely,Research & Development,2,1,Medical,2679,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7
2679,27,Travel_Rarely,Research & Development,8,2,Medical,2680,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3
2680,49,Travel_Frequently,Research & Development,6,1,Medical,2681,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8
2681,34,Travel_Rarely,Sales,4,3,Medical,2682,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2
2682,41,Travel_Rarely,Research & Development,7,2,Life Sciences,2683,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5
2683,49,Travel_Frequently,Sales,1,4,Life Sciences,2684,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7
2684,37,Travel_Rarely,Research & Development,2,3,Life Sciences,2685,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0
2685,33,Travel_Frequently,Research & Development,10,2,Medical,2686,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0
2686,27,Travel_Rarely,Sales,5,4,Medical,2687,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2
2687,32,Travel_Frequently,Research & Development,9,2,Medical,2688,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6
2688,59,Travel_Rarely,Sales,2,2,Marketing,2689,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0
2689,30,Travel_Rarely,Research & Development,11,4,Medical,2690,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0
2690,38,Travel_Frequently,Sales,18,4,Life Sciences,2691,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8
2691,36,Travel_Rarely,Research & Development,7,3,Life Sciences,2692,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7
2692,35,Travel_Rarely,Human Resources,3,4,Human Resources,2693,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3
2693,29,Travel_Rarely,Sales,29,4,Life Sciences,2694,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8
2694,31,Travel_Rarely,Research & Development,2,2,Medical,2695,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3
2695,34,Travel_Rarely,Research & Development,28,3,Technical Degree,2696,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2
2696,28,Travel_Rarely,Research & Development,1,4,Life Sciences,2697,Male,5,Research Director,Single,100960,2.0,13,0,6.0,2,4,0,3
2697,29,Travel_Rarely,Research & Development,16,2,Life Sciences,2698,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8
2698,32,Travel_Rarely,Human Resources,22,3,Human Resources,2699,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5
2699,22,Non-Travel,Research & Development,8,3,Life Sciences,2700,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0
2700,53,Travel_Rarely,Research & Development,11,3,Medical,2701,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7
2701,38,Travel_Rarely,Research & Development,29,3,Life Sciences,2702,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2
2702,24,Non-Travel,Research & Development,1,5,Life Sciences,2703,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3
2703,36,Travel_Rarely,Research & Development,1,3,Life Sciences,2704,Male,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3
2704,34,Travel_Rarely,Sales,24,3,Marketing,2705,Male,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11
2705,21,Travel_Rarely,Sales,2,3,Life Sciences,2706,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0
2706,34,Travel_Rarely,Sales,15,2,Marketing,2707,Female,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3
2707,53,Travel_Rarely,Sales,2,1,Life Sciences,2708,Male,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8
2708,32,Travel_Frequently,Research & Development,10,3,Medical,2709,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7
2709,42,Travel_Rarely,Research & Development,10,3,Technical Degree,2710,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2
2710,44,Travel_Rarely,Research & Development,3,1,Life Sciences,2711,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17
2711,46,Travel_Rarely,Sales,2,3,Life Sciences,2712,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1
2712,33,Travel_Rarely,Sales,3,3,Medical,2713,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0
2713,44,Travel_Rarely,Human Resources,26,3,Life Sciences,2714,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3
2714,30,Travel_Rarely,Research & Development,1,4,Technical Degree,2715,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8
2715,39,Travel_Rarely,Human Resources,1,4,Medical,2716,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0
2716,24,Travel_Rarely,Human Resources,2,5,Human Resources,2717,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0
2717,43,Travel_Rarely,Sales,9,5,Technical Degree,2718,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4
2718,50,Travel_Rarely,Research & Development,12,4,Medical,2719,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2
2719,35,Travel_Rarely,Sales,2,4,Marketing,2720,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2
2720,36,Travel_Rarely,Research & Development,25,1,Life Sciences,2721,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0
2721,33,Travel_Frequently,Sales,9,2,Marketing,2722,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3
2722,35,Travel_Rarely,Research & Development,10,1,Medical,2723,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0
2723,27,Travel_Rarely,Sales,8,2,Marketing,2724,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0
2724,26,Travel_Rarely,Sales,4,3,Marketing,2725,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1
2725,27,Travel_Frequently,Sales,24,3,Life Sciences,2726,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7
2726,30,Travel_Frequently,Research & Development,1,4,Medical,2727,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7
2727,41,Travel_Rarely,Sales,20,4,Marketing,2728,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8
2728,34,Non-Travel,Research & Development,7,2,Technical Degree,2729,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7
2729,37,Travel_Rarely,Research & Development,17,3,Life Sciences,2730,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0
2730,46,Travel_Frequently,Research & Development,20,3,Technical Degree,2731,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8
2731,35,Travel_Rarely,Research & Development,8,4,Medical,2732,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1
2732,48,Travel_Rarely,Research & Development,2,4,Technical Degree,2733,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0
2733,28,Travel_Rarely,Research & Development,10,1,Medical,2734,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2
2734,44,Travel_Rarely,Research & Development,1,1,Medical,2735,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3
2735,35,Non-Travel,Research & Development,5,4,Technical Degree,2736,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3
2736,26,Travel_Rarely,Research & Development,4,4,Life Sciences,2737,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0
2737,33,Travel_Frequently,Sales,29,4,Life Sciences,2738,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12
2738,35,Travel_Frequently,Research & Development,15,3,Medical,2739,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8
2739,35,Travel_Rarely,Human Resources,3,2,Life Sciences,2740,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2
2740,31,Travel_Rarely,Sales,10,2,Life Sciences,2741,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7
2741,37,Travel_Rarely,Sales,4,3,Marketing,2742,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7
2742,32,Travel_Rarely,Research & Development,21,3,Other,2743,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8
2743,38,Travel_Frequently,Research & Development,25,3,Medical,2744,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9
2744,50,Travel_Rarely,Sales,2,4,Marketing,2745,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8
2745,59,Travel_Rarely,Research & Development,1,3,Technical Degree,2746,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9
2746,36,Travel_Rarely,Sales,1,2,Marketing,2747,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8
2747,55,Travel_Rarely,Research & Development,7,3,Medical,2748,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2
2748,36,Travel_Frequently,Research & Development,3,3,Life Sciences,2749,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3
2749,45,Travel_Rarely,Research & Development,1,2,Medical,2750,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0
2750,35,Travel_Frequently,Human Resources,9,3,Other,2751,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2
2751,36,Travel_Rarely,Sales,7,2,Life Sciences,2752,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0
2752,59,Travel_Frequently,Research & Development,10,4,Life Sciences,2753,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3
2753,29,Travel_Rarely,Research & Development,28,4,Life Sciences,2754,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4
2754,31,Travel_Rarely,Research & Development,3,2,Medical,2755,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0
2755,32,Travel_Rarely,Sales,3,4,Life Sciences,2756,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9
2756,36,Travel_Rarely,Research & Development,2,3,Life Sciences,2757,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0
2757,31,Travel_Rarely,Research & Development,27,3,Medical,2758,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8
2758,35,Travel_Rarely,Research & Development,2,4,Medical,2759,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8
2759,45,Travel_Rarely,Human Resources,14,3,Human Resources,2760,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0
2760,37,Travel_Rarely,Research & Development,1,3,Life Sciences,2761,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2
2761,46,Travel_Rarely,Research & Development,9,3,Medical,2762,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2
2762,30,Travel_Rarely,Sales,18,3,Life Sciences,2763,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0
2763,35,Travel_Rarely,Research & Development,20,4,Life Sciences,2764,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4
2764,55,Travel_Rarely,Research & Development,2,3,Life Sciences,2765,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0
2765,38,Non-Travel,Sales,11,1,Marketing,2766,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9
