,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Age,DistanceFromHome,Education,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2511,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,27,2,2512,3,102740,4.0,18,0,12.0,3,5,0,3,0
2512,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,34,2,3,2513,2,53430,1.0,14,0,10.0,5,10,4,8,0
2513,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,58,2,4,2514,1,23760,4.0,12,1,37.0,3,16,14,14,0
2514,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,35,8,1,2515,3,53460,0.0,14,0,6.0,3,5,0,3,0
2515,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,47,19,5,2516,2,28270,8.0,14,1,28.0,3,22,14,10,0
2516,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,40,1,4,2517,2,199430,2.0,13,1,15.0,3,7,7,7,0
2517,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,54,27,4,2518,1,31310,4.0,14,0,14.0,3,7,1,7,0
2518,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,31,8,4,2519,3,25520,2.0,18,0,9.0,2,3,2,2,0
2519,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,28,1,2,2520,3,44770,1.0,15,0,3.0,6,3,1,2,0
2520,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,38,19,3,2521,2,64740,2.0,13,2,20.0,3,4,0,3,0
2521,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,26,8,3,2522,1,30330,1.0,12,0,5.0,2,5,1,2,0
2522,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,58,10,4,2523,1,29360,2.0,13,1,23.0,3,2,2,2,0
2523,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,18,2,3,2524,3,186060,1.0,24,2,0.0,4,0,0,0,0
2524,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,31,2,3,2525,3,21680,0.0,14,1,2.0,2,1,0,0,1
2525,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,29,8,2,2526,1,28530,4.0,14,1,4.0,5,2,2,0,1
2526,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,45,1,4,2527,1,170480,4.0,15,0,10.0,3,8,5,7,0
2527,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,36,2,3,2528,5,22900,4.0,11,0,15.0,5,1,0,0,0
2528,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,43,8,3,2529,1,36000,1.0,23,0,7.0,2,7,7,7,0
2529,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,27,8,4,2530,5,21070,0.0,13,0,6.0,2,5,0,2,0
2530,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,29,6,2,2531,1,41150,1.0,11,0,11.0,1,11,3,10,0
2531,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,32,9,4,2532,4,43270,8.0,13,0,4.0,4,0,0,0,0
2532,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,42,11,3,2533,1,178560,3.0,18,0,10.0,2,6,3,3,0
2533,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,47,2,2,2534,5,31960,4.0,14,1,7.0,3,2,2,0,0
2534,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,46,1,3,2535,1,190810,3.0,21,0,12.0,2,9,4,7,0
2535,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,28,7,3,2536,1,89660,1.0,16,1,3.0,3,3,2,2,0
2536,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,29,16,3,2537,1,22100,8.0,11,1,11.0,4,7,1,6,0
2537,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,42,2,4,2538,2,45390,4.0,17,1,8.0,5,0,0,0,0
2538,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,32,1,1,2539,2,27410,7.0,11,0,7.0,3,2,2,2,1
2539,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,46,23,1,2540,2,34910,2.0,14,0,25.0,0,19,2,8,0
2540,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,27,2,3,2541,5,45410,1.0,14,2,9.0,4,9,5,8,0
2541,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,29,1,2,2542,3,26780,1.0,25,1,1.0,3,1,0,0,0
2542,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43,1,3,2543,1,73790,7.0,13,2,21.0,3,16,6,14,0
2543,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,48,2,3,2544,2,62720,4.0,14,0,29.0,3,22,12,9,0
2544,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,29,13,2,2545,1,52200,1.0,17,0,1.0,3,1,1,0,1
2545,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,46,4,4,2546,2,27430,5.0,25,1,14.0,1,8,0,7,1
2546,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27,16,4,2547,3,49980,0.0,20,2,8.0,3,7,7,3,0
2547,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,39,2,3,2548,3,102520,8.0,13,1,7.0,3,2,2,2,0
2548,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,55,2,3,2549,1,27810,8.0,13,1,19.0,2,5,0,4,0
2549,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,28,29,2,2550,2,68520,1.0,18,1,1.0,2,1,0,0,0
2550,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,30,12,4,2551,2,49500,1.0,12,2,1.0,3,1,0,0,1
2551,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,22,16,2,2552,2,35790,1.0,19,3,1.0,3,1,0,0,1
2552,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,36,11,3,2553,1,131910,1.0,14,1,10.0,2,10,1,7,0
2553,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,31,2,4,2554,5,103770,1.0,14,0,10.0,2,10,0,2,0
2554,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,34,14,2,2555,1,22350,2.0,14,1,9.0,2,5,1,0,0
2555,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,29,5,5,2556,1,105020,3.0,12,0,11.0,4,3,1,2,0
2556,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,37,7,2,2557,1,20110,5.0,13,0,16.0,4,5,0,4,0
2557,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,35,2,1,2558,2,18590,0.0,25,1,4.0,2,3,0,2,0
2558,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,45,3,3,2559,2,37600,0.0,14,1,10.0,2,9,3,8,0
2559,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,36,5,3,2560,4,177790,1.0,17,1,10.0,5,10,0,8,0
2560,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,40,3,3,2561,1,68330,2.0,13,0,22.0,3,19,11,16,0
2561,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,26,26,2,2562,2,68120,1.0,13,0,1.0,2,1,1,0,0
2562,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27,4,3,2563,2,51710,0.0,20,1,9.0,1,8,0,7,0
2563,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,48,2,3,2564,2,197400,3.0,14,0,24.0,2,22,4,7,0
2564,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,44,1,2,2565,4,187110,2.0,12,1,10.0,0,2,2,2,0
2565,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,34,27,2,2566,1,36920,1.0,12,1,5.0,5,5,3,0,1
2566,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,56,1,2,2567,5,25590,1.0,21,0,5.0,3,4,1,0,1
2567,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,36,13,3,2568,3,25170,2.0,14,0,12.0,3,4,1,3,0
2568,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,41,5,3,2569,1,66230,5.0,18,0,14.0,3,5,1,4,0
2569,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,7,3,2570,2,182650,9.0,12,1,18.0,4,13,5,7,0
2570,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,31,9,4,2571,1,161240,2.0,23,1,8.0,2,5,1,4,0
2571,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,34,8,1,2572,3,25850,3.0,12,0,9.0,5,4,0,1,0
2572,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,31,25,2,2573,3,182130,8.0,21,2,4.0,3,2,2,2,0
2573,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,26,16,2,2574,2,83800,0.0,14,0,8.0,3,7,7,7,0
2574,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,45,8,4,2575,2,29940,4.0,18,1,12.0,2,4,0,3,0
2575,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,33,1,3,2576,5,12230,1.0,13,1,10.0,3,10,0,9,0
2576,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28,8,3,2577,4,11180,1.0,11,0,7.0,3,7,0,7,0
2577,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,29,2,4,2578,2,28750,1.0,11,0,1.0,3,1,0,0,1
2578,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,39,8,5,2579,2,188240,6.0,19,1,10.0,4,3,1,2,0
2579,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27,3,2,2580,2,135770,1.0,12,1,6.0,2,5,1,2,0
2580,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,34,9,4,2581,2,26250,1.0,12,3,16.0,4,15,6,11,0
2581,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,28,25,3,2582,1,187890,3.0,16,1,6.0,4,2,2,2,1
2582,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,47,1,4,2583,1,45380,8.0,11,0,16.0,3,8,1,7,0
2583,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,56,4,3,2584,2,198470,4.0,14,0,6.0,6,0,0,0,0
2584,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,39,1,3,2585,1,105120,1.0,12,1,10.0,2,10,7,9,0
2585,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,38,4,2,2586,1,44440,1.0,13,0,20.0,2,20,0,7,0
2586,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,58,5,3,2587,5,21540,4.0,21,1,29.0,3,1,0,0,0
2587,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,32,9,3,2588,2,191900,3.0,17,1,8.0,2,4,0,3,1
2588,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,38,3,4,2589,1,44900,2.0,21,1,10.0,1,5,0,3,0
2589,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,49,11,4,2590,2,35060,3.0,11,1,28.0,4,5,4,3,0
2590,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,42,1,3,2591,1,23720,3.0,12,1,14.0,3,0,0,0,0
2591,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,27,8,1,2592,4,102310,1.0,13,1,1.0,2,1,0,0,1
2592,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,35,25,1,2593,1,54100,0.0,18,0,6.0,4,5,0,4,0
2593,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,28,21,1,2594,3,79780,1.0,16,2,5.0,2,5,1,4,0
2594,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,31,23,1,2595,1,38670,1.0,11,1,4.0,4,4,2,3,0
2595,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,36,1,3,2596,2,28380,1.0,19,2,5.0,5,5,0,2,0
2596,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,34,2,3,2597,4,46950,1.0,16,1,14.0,2,14,2,1,0
2597,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,34,19,3,2598,1,33390,1.0,16,0,9.0,2,8,1,1,0
2598,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,26,2,2,2599,2,20800,0.0,13,0,8.0,6,7,7,6,0
2599,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,29,2,4,2600,2,20960,0.0,22,0,6.0,2,5,0,2,0
2600,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,32,3,1,2601,3,62090,5.0,17,1,9.0,5,5,1,2,0
2601,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,31,25,5,2602,2,180610,1.0,14,1,10.0,2,10,8,7,0
2602,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,28,7,5,2603,2,171230,5.0,15,1,6.0,2,4,0,3,1
2603,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,38,9,2,2604,3,23720,4.0,12,0,20.0,3,1,0,0,0
2604,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,35,5,3,2605,2,48830,1.0,18,1,10.0,1,10,0,9,0
2605,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,27,2,3,2606,1,39040,1.0,15,0,7.0,2,7,0,7,0
2606,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,32,8,1,2607,2,46270,8.0,17,1,8.0,2,1,0,0,0
2607,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,31,2,1,2608,3,70940,1.0,14,1,10.0,2,10,0,8,1
2608,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,53,18,3,2609,1,34230,6.0,15,1,15.0,4,2,2,2,1
2609,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,54,14,3,2610,3,66740,3.0,17,1,9.0,2,4,2,3,0
2610,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,33,2,4,2611,4,168800,1.0,14,3,9.0,2,9,2,8,0
2611,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,43,3,3,2612,1,90940,1.0,12,1,10.0,0,10,0,9,0
2612,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,38,2,5,2613,4,84460,0.0,14,0,7.0,3,6,1,2,0
2613,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,55,9,3,2614,2,119160,4.0,15,1,35.0,3,10,1,4,0
2614,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,31,6,3,2615,1,45340,1.0,13,0,1.0,2,1,0,0,0
2615,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,39,4,3,2616,2,98520,0.0,12,1,21.0,5,20,11,10,0
2616,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,42,10,4,2617,2,61510,1.0,13,1,20.0,3,20,3,7,0
2617,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,31,14,2,2618,2,23020,4.0,14,0,13.0,3,11,4,8,0
2618,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,54,1,3,2619,2,23620,6.0,13,1,9.0,2,5,1,4,0
2619,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,24,5,4,2620,1,178610,1.0,11,2,4.0,5,4,1,2,0
2620,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,23,7,3,2621,2,191870,1.0,11,1,5.0,2,5,1,4,0
2621,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,40,21,3,2622,3,197170,1.0,21,0,10.0,1,10,9,4,0
2622,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,40,8,1,2623,5,35440,3.0,18,3,15.0,3,11,5,10,0
2623,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,25,20,5,2624,2,85000,4.0,12,0,6.0,2,2,1,2,0
2624,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,30,20,4,2625,2,46610,1.0,11,0,12.0,3,12,1,7,0
2625,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,25,7,2,2626,5,41030,6.0,15,1,7.0,2,2,0,2,0
2626,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,47,1,4,2627,2,42490,2.0,13,1,25.0,2,17,12,11,0
2627,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,33,1,3,2628,2,140260,1.0,12,0,1.0,4,1,0,0,0
2628,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,38,19,3,2629,2,68930,0.0,17,0,16.0,3,15,5,8,0
2629,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,31,10,4,2630,3,61250,0.0,13,1,3.0,3,2,1,2,0
2630,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38,1,4,2631,2,36690,2.0,19,0,10.0,2,8,7,7,0
2631,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,42,6,3,2632,2,100080,6.0,19,1,9.0,3,4,1,2,0
2632,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,41,2,2,2633,1,23870,3.0,17,1,12.0,1,5,1,0,0
2633,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,47,21,2,2634,1,46390,0.0,11,1,14.0,2,13,5,12,0
2634,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,35,4,3,2635,2,78980,7.0,15,0,5.0,2,2,2,2,0
2635,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,22,12,1,2636,2,25340,0.0,11,0,4.0,1,3,1,2,0
2636,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,35,9,3,2637,2,131420,1.0,25,2,10.0,4,10,0,8,0
2637,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,33,3,4,2638,3,16110,0.0,14,0,10.0,2,9,8,1,0
2638,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,32,3,2,2639,3,53630,1.0,13,0,6.0,4,6,4,1,0
2639,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,40,1,4,2640,2,50710,8.0,17,1,8.0,3,1,0,0,0
2640,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,32,1,2,2641,3,136950,0.0,13,0,3.0,3,2,2,2,0
2641,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,39,4,4,2642,1,134020,7.0,14,1,18.0,1,7,1,7,0
2642,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,38,20,4,2643,2,20290,3.0,11,1,20.0,3,18,1,11,0
2643,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,32,18,3,2644,2,63770,1.0,12,2,14.0,3,14,5,7,0
2644,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,37,1,3,2645,4,54290,1.0,17,1,16.0,3,16,6,8,0
2645,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,25,2,4,2646,2,27850,0.0,21,0,6.0,2,5,0,4,0
2646,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,52,2,4,2647,1,46140,2.0,16,1,16.0,3,9,0,0,0
2647,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,44,8,1,2648,1,26100,6.0,15,0,6.0,2,4,1,2,0
2648,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,21,10,5,2649,3,66870,1.0,19,3,2.0,0,2,1,2,0
2649,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,39,3,4,2650,2,47240,2.0,12,1,21.0,4,6,1,3,0
2650,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,23,2,4,2651,2,61790,1.0,11,0,1.0,3,1,1,0,1
2651,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,36,24,3,2652,2,61200,0.0,19,0,10.0,2,9,3,4,0
2652,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,36,16,1,2653,2,105960,7.0,15,0,18.0,3,4,0,2,0
2653,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,56,8,1,2654,1,54670,1.0,20,0,13.0,6,13,1,9,0
2654,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,29,9,4,2655,2,29960,9.0,25,0,4.0,4,2,2,2,1
2655,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,42,17,1,2656,3,99980,5.0,24,2,24.0,3,22,4,14,0
2656,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,56,10,4,2657,2,40780,8.0,24,1,14.0,3,10,9,8,1
2657,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,41,13,4,2658,1,109200,0.0,15,1,21.0,3,20,0,10,0
2658,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,34,1,3,2659,1,62320,1.0,13,1,8.0,3,8,1,7,0
2659,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,36,1,1,2660,1,132470,1.0,14,0,15.0,3,15,11,11,0
